Vardas              Pavarde             Galutinis vid. / Galutinis med.
Var97076            Pav97076            4.25             4.20
Var97081            Pav97081            3.69             3.80
Var97083            Pav97083            4.09             4.20
Var97085            Pav97085            4.04             4.20
Var97086            Pav97086            4.44             4.60
Var97088            Pav97088            2.52             2.60
Var97089            Pav97089            3.73             4.00
Var9709             Pav9709             4.36             4.60
Var97090            Pav97090            3.60             3.60
Var97091            Pav97091            3.72             3.40
Var97093            Pav97093            2.17             2.20
Var97094            Pav97094            4.60             4.60
Var97100            Pav97100            3.87             4.00
Var97102            Pav97102            4.81             4.60
Var97104            Pav97104            2.41             2.20
Var97105            Pav97105            4.80             5.20
Var97108            Pav97108            4.91             5.20
Var9711             Pav9711             4.61             4.40
Var97110            Pav97110            4.21             4.00
Var97112            Pav97112            3.60             3.60
Var97113            Pav97113            3.96             3.80
Var97114            Pav97114            2.31             2.20
Var97116            Pav97116            3.67             3.80
Var97117            Pav97117            4.48             4.40
Var97118            Pav97118            4.61             4.80
Var97121            Pav97121            4.43             4.40
Var97122            Pav97122            4.45             4.80
Var97127            Pav97127            3.81             4.40
Var97129            Pav97129            4.64             4.80
Var9713             Pav9713             3.75             3.80
Var97130            Pav97130            2.52             2.60
Var97131            Pav97131            4.52             4.60
Var97135            Pav97135            4.73             4.60
Var97137            Pav97137            2.52             2.20
Var97138            Pav97138            2.57             2.20
Var9714             Pav9714             2.93             2.80
Var97141            Pav97141            3.91             3.80
Var97143            Pav97143            4.33             4.60
Var97146            Pav97146            4.51             4.00
Var9715             Pav9715             3.85             4.20
Var97151            Pav97151            4.40             4.40
Var97154            Pav97154            3.31             3.20
Var97157            Pav97157            4.31             4.60
Var97158            Pav97158            3.16             3.40
Var9716             Pav9716             4.39             4.60
Var97160            Pav97160            2.44             2.20
Var9717             Pav9717             4.12             4.20
Var97170            Pav97170            4.49             4.20
Var97172            Pav97172            4.40             4.40
Var97173            Pav97173            3.19             3.40
Var97174            Pav97174            2.63             2.60
Var97175            Pav97175            3.08             3.00
Var97177            Pav97177            2.91             2.40
Var97180            Pav97180            4.67             4.80
Var97182            Pav97182            4.32             4.40
Var97187            Pav97187            4.15             4.20
Var97189            Pav97189            4.75             4.40
Var97190            Pav97190            3.49             3.20
Var97191            Pav97191            4.75             4.80
Var97192            Pav97192            2.87             2.60
Var97193            Pav97193            4.17             4.20
Var97194            Pav97194            3.17             3.20
Var97195            Pav97195            4.89             5.00
Var97198            Pav97198            4.37             4.40
Var97200            Pav97200            3.88             3.80
Var97203            Pav97203            2.99             2.80
Var97205            Pav97205            3.49             3.20
Var97207            Pav97207            3.85             3.40
Var97208            Pav97208            3.01             2.80
Var97211            Pav97211            3.99             4.20
Var97212            Pav97212            3.39             3.20
Var97214            Pav97214            3.88             3.80
Var97217            Pav97217            3.37             3.00
Var97219            Pav97219            4.09             4.20
Var97222            Pav97222            3.76             4.00
Var97224            Pav97224            3.24             2.60
Var97225            Pav97225            4.67             4.80
Var97226            Pav97226            3.75             3.80
Var97227            Pav97227            3.85             3.80
Var97229            Pav97229            4.87             4.60
Var9723             Pav9723             4.28             4.20
Var97233            Pav97233            4.77             5.20
Var97237            Pav97237            2.87             3.40
Var9724             Pav9724             2.63             2.20
Var97241            Pav97241            4.77             4.80
Var97242            Pav97242            3.39             3.20
Var97243            Pav97243            4.51             4.40
Var97244            Pav97244            2.81             2.60
Var97245            Pav97245            4.36             4.60
Var97248            Pav97248            4.23             3.80
Var97249            Pav97249            2.63             2.60
Var97252            Pav97252            2.97             3.00
Var97256            Pav97256            4.43             4.00
Var97257            Pav97257            4.64             4.80
Var97259            Pav97259            3.84             3.60
Var9726             Pav9726             3.73             4.00
Var97260            Pav97260            3.49             3.20
Var97262            Pav97262            4.95             4.60
Var97264            Pav97264            3.17             3.20
Var97265            Pav97265            4.51             4.80
Var97266            Pav97266            4.12             4.60
Var97267            Pav97267            4.43             4.40
Var97268            Pav97268            4.07             3.80
Var9727             Pav9727             3.71             3.60
Var97271            Pav97271            2.52             2.20
Var97272            Pav97272            3.44             3.20
Var97275            Pav97275            2.87             2.60
Var97277            Pav97277            3.71             3.60
Var97279            Pav97279            4.27             4.40
Var97284            Pav97284            3.11             3.40
Var97287            Pav97287            3.25             3.20
Var97292            Pav97292            3.07             2.80
Var97296            Pav97296            2.47             1.80
Var9730             Pav9730             4.23             4.60
Var97300            Pav97300            4.69             4.80
Var97302            Pav97302            2.79             3.00
Var97304            Pav97304            2.17             1.80
Var97306            Pav97306            3.36             3.60
Var97309            Pav97309            3.88             3.80
Var97310            Pav97310            2.79             2.60
Var97312            Pav97312            3.21             3.00
Var97313            Pav97313            3.88             4.20
Var97318            Pav97318            3.36             3.60
Var97319            Pav97319            3.19             3.40
Var9732             Pav9732             3.17             3.20
Var97320            Pav97320            2.28             2.20
Var97323            Pav97323            3.04             2.40
Var97325            Pav97325            3.93             3.40
Var97327            Pav97327            4.41             4.60
Var97331            Pav97331            4.32             4.00
Var97338            Pav97338            4.04             3.80
Var97339            Pav97339            3.31             3.60
Var97341            Pav97341            3.03             3.40
Var97342            Pav97342            4.51             4.80
Var97344            Pav97344            4.88             4.80
Var97346            Pav97346            3.23             2.80
Var9735             Pav9735             4.91             4.80
Var97350            Pav97350            3.05             3.40
Var97354            Pav97354            3.05             3.40
Var97355            Pav97355            3.05             3.00
Var97357            Pav97357            3.07             2.40
Var97359            Pav97359            3.89             3.60
Var97367            Pav97367            3.57             3.60
Var97371            Pav97371            3.55             3.60
Var97372            Pav97372            4.19             4.00
Var97373            Pav97373            2.65             2.60
Var97374            Pav97374            2.72             2.40
Var97377            Pav97377            3.48             3.40
Var97381            Pav97381            3.83             3.80
Var97383            Pav97383            3.08             3.80
Var97384            Pav97384            3.63             3.60
Var97385            Pav97385            2.77             2.80
Var97386            Pav97386            3.29             3.40
Var97390            Pav97390            3.07             2.80
Var97392            Pav97392            4.48             4.00
Var97393            Pav97393            3.60             3.60
Var97395            Pav97395            2.52             2.60
Var97397            Pav97397            4.09             4.20
Var97401            Pav97401            2.52             2.20
Var97402            Pav97402            4.72             4.40
Var9741             Pav9741             4.67             4.80
Var97412            Pav97412            4.61             4.40
Var97417            Pav97417            2.76             3.00
Var97418            Pav97418            4.29             3.60
Var97419            Pav97419            4.07             3.80
Var97423            Pav97423            3.09             2.80
Var9743             Pav9743             2.85             2.80
Var97432            Pav97432            4.37             3.60
Var97433            Pav97433            3.39             3.20
Var97435            Pav97435            3.99             4.60
Var97436            Pav97436            3.01             2.80
Var97437            Pav97437            3.01             2.80
Var97438            Pav97438            4.92             4.60
Var9744             Pav9744             3.88             3.80
Var97440            Pav97440            3.08             3.40
Var97443            Pav97443            3.88             3.80
Var97444            Pav97444            4.12             4.20
Var97445            Pav97445            4.69             5.20
Var97446            Pav97446            2.55             2.20
Var97447            Pav97447            3.51             3.40
Var97448            Pav97448            4.07             3.80
Var97449            Pav97449            3.31             3.20
Var9745             Pav9745             4.92             5.00
Var97450            Pav97450            4.37             4.40
Var97456            Pav97456            2.79             2.60
Var97458            Pav97458            4.91             5.20
Var97460            Pav97460            3.33             3.20
Var97461            Pav97461            3.88             3.80
Var97464            Pav97464            2.64             2.80
Var97467            Pav97467            4.84             4.60
Var97468            Pav97468            3.01             3.20
Var97469            Pav97469            3.05             3.80
Var97470            Pav97470            3.97             4.00
Var97475            Pav97475            3.08             3.00
Var97476            Pav97476            3.55             3.60
Var97479            Pav97479            4.85             4.80
Var9748             Pav9748             3.71             3.60
Var97484            Pav97484            4.23             4.60
Var97485            Pav97485            3.17             2.80
Var97486            Pav97486            4.93             4.80
Var97489            Pav97489            4.33             4.60
Var9749             Pav9749             3.63             4.40
Var9750             Pav9750             4.53             4.40
Var97502            Pav97502            3.11             3.00
Var97503            Pav97503            4.01             4.20
Var97504            Pav97504            3.23             3.20
Var97505            Pav97505            3.12             2.80
Var97508            Pav97508            3.79             4.40
Var9751             Pav9751             4.53             4.00
Var97512            Pav97512            4.29             4.40
Var97514            Pav97514            3.99             4.20
Var97516            Pav97516            3.64             3.80
Var97517            Pav97517            3.77             3.80
Var97520            Pav97520            3.12             2.80
Var97522            Pav97522            2.71             2.60
Var97523            Pav97523            3.44             3.20
Var97524            Pav97524            3.03             3.00
Var97527            Pav97527            3.60             3.60
Var9753             Pav9753             3.27             3.80
Var97531            Pav97531            2.95             3.00
Var97532            Pav97532            2.49             2.20
Var97537            Pav97537            2.55             2.20
Var97539            Pav97539            3.68             3.20
Var9754             Pav9754             4.43             4.40
Var97540            Pav97540            4.72             4.40
Var97542            Pav97542            3.61             3.40
Var97544            Pav97544            3.27             3.40
Var97545            Pav97545            3.68             4.00
Var97548            Pav97548            3.68             4.00
Var97549            Pav97549            4.36             4.60
Var9755             Pav9755             4.48             4.40
Var97551            Pav97551            4.35             4.00
Var97552            Pav97552            3.09             2.80
Var97556            Pav97556            4.04             3.80
Var97558            Pav97558            3.25             2.80
Var97559            Pav97559            3.65             4.00
Var97563            Pav97563            4.20             3.80
Var97565            Pav97565            2.99             3.20
Var97566            Pav97566            4.49             4.60
Var9757             Pav9757             3.33             3.20
Var97572            Pav97572            3.05             3.40
Var97573            Pav97573            2.44             2.20
Var97575            Pav97575            4.53             4.40
Var97576            Pav97576            2.63             2.60
Var97579            Pav97579            4.48             4.40
Var97587            Pav97587            3.21             3.40
Var97589            Pav97589            3.77             3.00
Var97590            Pav97590            4.07             4.20
Var97591            Pav97591            4.89             5.00
Var97592            Pav97592            4.28             4.60
Var97593            Pav97593            2.95             3.00
Var97596            Pav97596            2.41             2.20
Var97597            Pav97597            3.53             3.00
Var9760             Pav9760             4.61             4.80
Var97600            Pav97600            2.60             2.60
Var97601            Pav97601            3.23             2.80
Var97602            Pav97602            3.23             3.20
Var97603            Pav97603            2.71             2.60
Var97605            Pav97605            3.05             3.40
Var97606            Pav97606            3.71             4.00
Var97609            Pav97609            3.80             3.40
Var9761             Pav9761             3.29             3.00
Var97613            Pav97613            3.96             3.80
Var97617            Pav97617            3.91             3.80
Var97618            Pav97618            4.09             4.20
Var9762             Pav9762             2.44             2.60
Var97620            Pav97620            4.77             4.80
Var97625            Pav97625            4.37             4.40
Var97626            Pav97626            2.39             2.60
Var97628            Pav97628            2.89             3.00
Var97629            Pav97629            3.85             3.40
Var9763             Pav9763             3.12             3.20
Var97630            Pav97630            4.20             4.60
Var97631            Pav97631            4.75             4.80
Var97633            Pav97633            4.15             3.80
Var97634            Pav97634            3.39             3.60
Var97635            Pav97635            3.09             3.20
Var97638            Pav97638            4.04             4.20
Var97640            Pav97640            4.59             4.40
Var97644            Pav97644            3.03             3.40
Var97646            Pav97646            4.59             4.80
Var97649            Pav97649            3.72             3.40
Var97650            Pav97650            3.15             2.80
Var97654            Pav97654            4.84             4.60
Var97657            Pav97657            3.52             3.60
Var97660            Pav97660            4.57             4.60
Var97664            Pav97664            3.16             3.40
Var97667            Pav97667            2.84             2.60
Var9767             Pav9767             4.23             4.60
Var97673            Pav97673            2.79             2.20
Var97678            Pav97678            2.57             2.60
Var97683            Pav97683            3.77             3.40
Var97685            Pav97685            4.84             5.00
Var97689            Pav97689            4.13             4.00
Var97690            Pav97690            3.16             3.00
Var97692            Pav97692            3.47             3.60
Var97695            Pav97695            4.64             4.40
Var97698            Pav97698            4.56             4.40
Var97699            Pav97699            2.44             2.20
Var97700            Pav97700            4.77             5.20
Var97701            Pav97701            3.77             4.20
Var97702            Pav97702            2.89             3.00
Var97704            Pav97704            3.99             4.20
Var97705            Pav97705            2.44             1.80
Var97707            Pav97707            3.88             3.40
Var97710            Pav97710            2.97             3.00
Var97712            Pav97712            4.64             4.40
Var97715            Pav97715            2.89             3.00
Var97717            Pav97717            3.25             3.60
Var97718            Pav97718            4.00             4.00
Var97723            Pav97723            3.39             3.20
Var9773             Pav9773             3.96             4.20
Var97732            Pav97732            4.56             4.40
Var97734            Pav97734            3.28             3.60
Var97738            Pav97738            3.41             3.60
Var97740            Pav97740            3.15             3.20
Var97742            Pav97742            4.37             4.40
Var97743            Pav97743            3.39             3.60
Var97746            Pav97746            3.88             3.80
Var97749            Pav97749            4.33             4.20
Var9775             Pav9775             4.92             4.20
Var97750            Pav97750            3.80             3.40
Var97751            Pav97751            2.93             2.80
Var97752            Pav97752            4.23             4.60
Var97754            Pav97754            3.84             3.60
Var97755            Pav97755            4.15             4.20
Var97756            Pav97756            4.05             4.80
Var9776             Pav9776             3.00             3.00
Var97763            Pav97763            3.48             3.40
Var97767            Pav97767            3.51             3.80
Var97769            Pav97769            4.36             5.00
Var9777             Pav9777             3.11             3.40
Var97770            Pav97770            4.96             5.20
Var97772            Pav97772            3.64             3.40
Var97775            Pav97775            3.41             3.60
Var97777            Pav97777            4.40             4.40
Var97778            Pav97778            4.16             4.40
Var97780            Pav97780            3.83             3.80
Var97782            Pav97782            2.72             2.40
Var97789            Pav97789            2.55             2.60
Var9779             Pav9779             3.96             3.80
Var97791            Pav97791            3.37             3.00
Var97793            Pav97793            3.91             3.80
Var97796            Pav97796            4.68             4.60
Var97797            Pav97797            4.97             4.60
Var97798            Pav97798            2.55             2.20
Var97800            Pav97800            4.17             4.20
Var97801            Pav97801            3.24             3.40
Var97802            Pav97802            2.92             3.40
Var97803            Pav97803            4.95             4.60
Var97807            Pav97807            2.71             3.00
Var9781             Pav9781             4.31             4.60
Var97812            Pav97812            4.88             4.80
Var97816            Pav97816            2.89             3.00
Var97817            Pav97817            3.63             4.00
Var97818            Pav97818            2.75             2.80
Var97820            Pav97820            3.55             3.60
Var97821            Pav97821            4.05             3.60
Var97823            Pav97823            2.63             2.60
Var97825            Pav97825            3.88             3.80
Var97826            Pav97826            4.12             4.60
Var97830            Pav97830            3.41             3.20
Var97831            Pav97831            3.79             3.60
Var97832            Pav97832            4.43             4.40
Var97834            Pav97834            4.12             4.20
Var97835            Pav97835            3.93             3.80
Var97837            Pav97837            3.13             3.40
Var97838            Pav97838            3.00             3.00
Var9784             Pav9784             2.33             2.60
Var97840            Pav97840            3.79             4.00
Var97843            Pav97843            3.84             4.40
Var97846            Pav97846            2.57             2.60
Var97847            Pav97847            3.73             3.60
Var97849            Pav97849            3.72             3.80
Var97854            Pav97854            2.77             2.40
Var97855            Pav97855            3.57             3.60
Var97857            Pav97857            2.71             2.60
Var97861            Pav97861            4.92             4.60
Var97866            Pav97866            4.32             4.40
Var97869            Pav97869            2.67             2.80
Var97871            Pav97871            4.51             4.40
Var97876            Pav97876            3.31             3.20
Var9788             Pav9788             3.88             3.80
Var97883            Pav97883            3.23             2.40
Var97886            Pav97886            3.76             4.00
Var97887            Pav97887            3.91             3.80
Var97889            Pav97889            3.73             4.00
Var9789             Pav9789             3.31             3.20
Var97891            Pav97891            3.25             3.20
Var97893            Pav97893            4.48             4.40
Var97894            Pav97894            3.60             3.60
Var97897            Pav97897            3.60             4.00
Var97899            Pav97899            3.59             3.80
Var9790             Pav9790             4.35             4.00
Var97900            Pav97900            4.80             5.20
Var97901            Pav97901            3.13             3.40
Var97907            Pav97907            3.23             2.80
Var97909            Pav97909            3.55             3.20
Var97911            Pav97911            2.73             3.00
Var97913            Pav97913            4.37             4.40
Var97916            Pav97916            3.11             3.80
Var97917            Pav97917            3.36             3.60
Var97919            Pav97919            3.65             4.00
Var97920            Pav97920            3.07             2.80
Var97921            Pav97921            3.59             3.40
Var97922            Pav97922            4.28             4.60
Var97925            Pav97925            2.81             2.60
Var97926            Pav97926            2.84             3.00
Var97927            Pav97927            2.68             2.60
Var97930            Pav97930            2.73             2.20
Var97932            Pav97932            4.48             4.40
Var97933            Pav97933            3.80             3.80
Var97934            Pav97934            3.68             4.00
Var97936            Pav97936            3.80             3.40
Var97937            Pav97937            4.28             4.60
Var97939            Pav97939            3.00             2.60
Var97941            Pav97941            3.88             3.80
Var97944            Pav97944            4.07             3.80
Var97947            Pav97947            3.91             3.80
Var97949            Pav97949            2.68             2.60
Var9795             Pav9795             3.25             2.80
Var97950            Pav97950            4.15             4.60
Var97951            Pav97951            3.33             3.60
Var97953            Pav97953            4.31             4.20
Var97955            Pav97955            2.57             2.60
Var97958            Pav97958            4.96             4.80
Var97959            Pav97959            2.17             1.80
Var9796             Pav9796             4.65             5.00
Var97962            Pav97962            4.51             5.20
Var97966            Pav97966            4.01             3.80
Var97967            Pav97967            3.16             2.60
Var97968            Pav97968            3.52             3.60
Var97971            Pav97971            4.61             4.80
Var97972            Pav97972            2.36             2.20
Var97973            Pav97973            4.89             4.60
Var97974            Pav97974            4.91             5.20
Var97975            Pav97975            4.69             4.40
Var97977            Pav97977            2.71             2.60
Var97979            Pav97979            3.16             3.00
Var9798             Pav9798             3.33             3.60
Var97981            Pav97981            2.92             3.80
Var97983            Pav97983            2.76             2.60
Var97986            Pav97986            3.20             3.20
Var97988            Pav97988            3.72             3.80
Var97990            Pav97990            3.37             3.00
Var97992            Pav97992            4.91             4.80
Var97994            Pav97994            3.13             3.00
Var97996            Pav97996            4.85             5.20
Var97998            Pav97998            2.95             3.00
Var980              Pav980              3.00             3.40
Var9800             Pav9800             2.87             2.60
Var98000            Pav98000            3.63             4.00
Var98002            Pav98002            3.31             3.20
Var98004            Pav98004            4.65             5.00
Var98008            Pav98008            3.04             3.20
Var9801             Pav9801             4.76             4.60
Var98016            Pav98016            3.47             3.60
Var9802             Pav9802             2.63             2.60
Var98020            Pav98020            3.68             4.00
Var98021            Pav98021            4.85             5.60
Var98022            Pav98022            4.15             4.20
Var98023            Pav98023            3.49             3.60
Var98024            Pav98024            3.83             3.80
Var98026            Pav98026            3.17             3.20
Var98027            Pav98027            2.44             2.20
Var98028            Pav98028            4.77             5.20
Var98030            Pav98030            4.59             4.80
Var98032            Pav98032            4.59             4.40
Var98036            Pav98036            3.47             2.80
Var98039            Pav98039            3.93             3.40
Var9804             Pav9804             3.20             3.60
Var98042            Pav98042            4.20             3.80
Var98045            Pav98045            2.41             1.80
Var98048            Pav98048            2.49             2.60
Var98049            Pav98049            3.88             3.40
Var98050            Pav98050            3.79             3.60
Var98054            Pav98054            4.53             4.40
Var98055            Pav98055            4.76             4.60
Var98057            Pav98057            4.84             4.60
Var9806             Pav9806             3.73             4.00
Var98061            Pav98061            3.97             4.00
Var98062            Pav98062            4.59             4.00
Var98069            Pav98069            3.57             3.60
Var98070            Pav98070            3.00             3.00
Var98071            Pav98071            4.43             4.00
Var98072            Pav98072            4.29             4.40
Var98076            Pav98076            3.83             3.80
Var98080            Pav98080            4.29             4.00
Var98085            Pav98085            3.25             3.20
Var98086            Pav98086            3.41             3.20
Var98087            Pav98087            2.39             2.60
Var98092            Pav98092            4.69             4.80
Var98094            Pav98094            2.97             3.00
Var98095            Pav98095            3.29             3.40
Var98098            Pav98098            2.73             3.00
Var981              Pav981              2.76             2.60
Var98102            Pav98102            4.51             4.00
Var98108            Pav98108            2.68             2.20
Var9811             Pav9811             3.31             3.20
Var98111            Pav98111            4.20             4.20
Var98115            Pav98115            3.73             4.40
Var98117            Pav98117            4.72             5.20
Var98118            Pav98118            3.11             2.60
Var98119            Pav98119            3.67             3.80
Var9812             Pav9812             3.45             3.40
Var98120            Pav98120            4.84             5.00
Var98122            Pav98122            4.92             5.00
Var98123            Pav98123            4.55             4.60
Var98124            Pav98124            3.13             3.00
Var98125            Pav98125            3.84             4.40
Var98129            Pav98129            3.64             3.00
Var9813             Pav9813             4.20             3.80
Var98131            Pav98131            4.27             4.00
Var98132            Pav98132            4.28             4.20
Var98133            Pav98133            3.99             4.20
Var98134            Pav98134            3.61             3.40
Var98135            Pav98135            3.88             3.80
Var98138            Pav98138            2.71             2.60
Var98141            Pav98141            4.03             4.00
Var98142            Pav98142            4.77             5.20
Var98147            Pav98147            4.15             4.20
Var98148            Pav98148            2.65             2.20
Var98149            Pav98149            3.40             3.80
Var98150            Pav98150            4.51             4.40
Var98153            Pav98153            4.88             5.20
Var98154            Pav98154            3.93             3.80
Var98157            Pav98157            3.75             3.40
Var9816             Pav9816             4.17             4.60
Var98161            Pav98161            2.33             2.20
Var98162            Pav98162            3.44             3.60
Var98164            Pav98164            3.13             3.40
Var98165            Pav98165            4.85             4.80
Var98167            Pav98167            3.71             4.00
Var98168            Pav98168            2.83             2.80
Var98170            Pav98170            4.67             4.80
Var98183            Pav98183            4.12             4.20
Var98186            Pav98186            2.65             3.00
Var98188            Pav98188            3.08             3.00
Var98192            Pav98192            4.81             5.00
Var98193            Pav98193            3.28             3.20
Var98194            Pav98194            4.12             3.80
Var98198            Pav98198            3.73             3.60
Var982              Pav982              3.91             3.80
Var9820             Pav9820             3.07             2.40
Var98202            Pav98202            3.63             4.00
Var98203            Pav98203            4.65             4.60
Var98207            Pav98207            3.27             3.40
Var98208            Pav98208            4.04             4.20
Var98212            Pav98212            3.49             3.60
Var98213            Pav98213            3.64             3.80
Var98215            Pav98215            3.73             4.00
Var98217            Pav98217            2.63             2.60
Var98222            Pav98222            2.88             2.80
Var98224            Pav98224            3.96             3.80
Var98225            Pav98225            3.77             3.80
Var98226            Pav98226            3.83             3.80
Var98227            Pav98227            2.60             2.60
Var98230            Pav98230            3.72             3.40
Var98232            Pav98232            4.19             4.00
Var98236            Pav98236            3.09             3.20
Var98237            Pav98237            4.35             4.00
Var9824             Pav9824             3.03             3.00
Var98245            Pav98245            4.77             4.40
Var98257            Pav98257            3.16             3.40
Var98259            Pav98259            4.37             4.00
Var98264            Pav98264            3.83             3.80
Var98269            Pav98269            3.49             3.20
Var9827             Pav9827             4.04             4.60
Var98271            Pav98271            3.83             3.80
Var98273            Pav98273            3.31             3.20
Var98274            Pav98274            4.32             4.00
Var98275            Pav98275            3.92             4.00
Var98280            Pav98280            3.55             4.00
Var98281            Pav98281            4.17             4.20
Var98282            Pav98282            4.31             4.60
Var98283            Pav98283            3.13             3.00
Var98286            Pav98286            2.93             2.80
Var98288            Pav98288            4.29             4.00
Var98289            Pav98289            4.56             4.40
Var9829             Pav9829             3.87             4.00
Var98294            Pav98294            4.77             4.40
Var98295            Pav98295            4.80             5.20
Var9830             Pav9830             4.53             4.80
Var98302            Pav98302            4.40             4.00
Var98311            Pav98311            3.32             3.00
Var98315            Pav98315            2.52             2.20
Var98316            Pav98316            4.97             5.00
Var98318            Pav98318            3.00             3.40
Var98319            Pav98319            3.67             3.80
Var98321            Pav98321            4.89             4.60
Var98325            Pav98325            4.23             4.20
Var98328            Pav98328            3.72             3.80
Var9833             Pav9833             2.73             2.60
Var98330            Pav98330            4.51             4.40
Var98331            Pav98331            3.97             4.40
Var98332            Pav98332            2.81             2.60
Var98333            Pav98333            3.09             3.20
Var98334            Pav98334            3.17             2.80
Var98335            Pav98335            3.63             4.00
Var98336            Pav98336            4.97             5.00
Var98339            Pav98339            4.72             4.80
Var98340            Pav98340            4.75             5.60
Var98343            Pav98343            4.44             5.00
Var98344            Pav98344            3.91             3.40
Var98346            Pav98346            3.91             3.80
Var98348            Pav98348            4.01             3.80
Var9835             Pav9835             3.28             3.20
Var98351            Pav98351            2.49             2.20
Var98359            Pav98359            3.03             3.00
Var9836             Pav9836             3.59             3.40
Var98362            Pav98362            4.71             5.00
Var98363            Pav98363            4.41             4.60
Var98365            Pav98365            4.67             4.40
Var98369            Pav98369            3.55             3.60
Var9837             Pav9837             4.89             4.60
Var98374            Pav98374            4.29             4.00
Var98375            Pav98375            3.33             3.20
Var98379            Pav98379            3.73             3.60
Var98382            Pav98382            2.41             2.20
Var98383            Pav98383            3.85             3.80
Var98387            Pav98387            2.60             2.60
Var98394            Pav98394            4.97             4.60
Var98395            Pav98395            2.65             3.00
Var98399            Pav98399            4.25             4.60
Var98400            Pav98400            3.48             3.40
Var98403            Pav98403            2.81             2.60
Var98404            Pav98404            3.39             3.60
Var98406            Pav98406            3.31             3.60
Var98409            Pav98409            4.96             5.20
Var98412            Pav98412            2.52             2.20
Var98414            Pav98414            2.55             2.20
Var98416            Pav98416            3.57             3.60
Var98418            Pav98418            4.88             5.20
Var9842             Pav9842             2.89             3.40
Var98420            Pav98420            3.47             3.20
Var98421            Pav98421            4.77             4.80
Var98425            Pav98425            2.47             2.20
Var98428            Pav98428            4.32             4.00
Var98429            Pav98429            4.51             4.40
Var98432            Pav98432            2.28             2.20
Var98433            Pav98433            3.39             3.20
Var98435            Pav98435            4.69             4.40
Var98437            Pav98437            4.47             4.20
Var98438            Pav98438            4.31             4.20
Var98439            Pav98439            4.91             4.80
Var9844             Pav9844             3.61             3.80
Var98453            Pav98453            4.75             5.20
Var98455            Pav98455            4.53             4.80
Var98456            Pav98456            4.45             4.80
Var98457            Pav98457            3.41             3.20
Var9846             Pav9846             3.44             3.60
Var98460            Pav98460            2.57             2.20
Var9847             Pav9847             2.55             2.20
Var98471            Pav98471            2.68             2.60
Var98473            Pav98473            4.28             3.80
Var98474            Pav98474            4.71             4.60
Var98475            Pav98475            2.07             1.80
Var98477            Pav98477            2.57             2.60
Var98479            Pav98479            2.57             2.60
Var98481            Pav98481            4.48             4.00
Var98482            Pav98482            4.27             3.60
Var98483            Pav98483            2.52             2.60
Var98486            Pav98486            4.15             4.60
Var98487            Pav98487            4.56             4.40
Var9849             Pav9849             4.67             4.00
Var98491            Pav98491            4.69             4.80
Var98492            Pav98492            3.65             4.00
Var98493            Pav98493            4.55             5.00
Var98494            Pav98494            3.56             2.60
Var98495            Pav98495            2.41             2.20
Var98496            Pav98496            4.41             4.20
Var9850             Pav9850             3.43             3.80
Var98503            Pav98503            3.63             3.60
Var98504            Pav98504            3.24             3.40
Var98507            Pav98507            4.69             4.40
Var98508            Pav98508            3.52             3.20
Var98509            Pav98509            2.76             2.60
Var9851             Pav9851             3.75             3.40
Var98510            Pav98510            4.93             4.80
Var98511            Pav98511            2.79             3.00
Var98517            Pav98517            3.93             3.40
Var98519            Pav98519            3.93             3.40
Var98520            Pav98520            2.87             3.00
Var98522            Pav98522            2.76             3.00
Var98525            Pav98525            4.97             4.60
Var98526            Pav98526            4.29             4.00
Var98528            Pav98528            4.91             4.80
Var98529            Pav98529            2.52             2.20
Var98530            Pav98530            4.01             3.80
Var98534            Pav98534            3.77             3.80
Var98535            Pav98535            4.60             4.20
Var98536            Pav98536            3.52             3.20
Var98537            Pav98537            4.55             4.20
Var98539            Pav98539            4.84             4.20
Var98540            Pav98540            3.52             3.60
Var98541            Pav98541            3.20             3.20
Var98542            Pav98542            4.61             4.80
Var98543            Pav98543            2.76             3.00
Var98545            Pav98545            4.00             4.00
Var98547            Pav98547            4.84             4.60
Var98551            Pav98551            3.81             4.00
Var98553            Pav98553            4.33             4.20
Var98556            Pav98556            3.33             3.60
Var98560            Pav98560            2.97             3.00
Var98563            Pav98563            3.85             3.80
Var98565            Pav98565            2.65             2.60
Var98569            Pav98569            4.21             4.40
Var9857             Pav9857             2.47             2.60
Var98570            Pav98570            3.15             3.20
Var98571            Pav98571            4.76             4.60
Var98572            Pav98572            3.93             3.80
Var98574            Pav98574            2.41             2.60
Var98577            Pav98577            4.80             5.20
Var98578            Pav98578            3.23             2.80
Var98579            Pav98579            3.12             3.20
Var9858             Pav9858             3.09             3.20
Var98582            Pav98582            2.52             2.60
Var98584            Pav98584            4.33             5.00
Var98586            Pav98586            4.77             4.80
Var98588            Pav98588            4.35             4.00
Var98589            Pav98589            2.89             3.00
Var9859             Pav9859             4.29             4.40
Var98593            Pav98593            2.92             3.00
Var98595            Pav98595            4.60             4.20
Var98597            Pav98597            4.77             4.80
Var986              Pav986              4.31             4.20
