Vardas              Pavarde             Galutinis vid. / Galutinis med.
Var90263            Pav90263            5.55             5.20
Var90264            Pav90264            7.04             7.20
Var90269            Pav90269            6.71             7.40
Var9027             Pav9027             7.25             7.60
Var90270            Pav90270            6.85             6.80
Var90271            Pav90271            5.97             6.00
Var90272            Pav90272            6.08             6.00
Var90273            Pav90273            5.68             6.00
Var90274            Pav90274            8.67             8.80
Var90275            Pav90275            7.52             7.20
Var90276            Pav90276            5.19             5.40
Var90277            Pav90277            5.71             5.60
Var90278            Pav90278            5.40             5.80
Var90279            Pav90279            6.41             6.20
Var90280            Pav90280            5.51             5.80
Var90281            Pav90281            8.05             7.60
Var90283            Pav90283            6.35             6.40
Var90284            Pav90284            5.36             5.60
Var90286            Pav90286            7.64             7.80
Var90289            Pav90289            7.64             7.40
Var90292            Pav90292            5.23             4.80
Var90293            Pav90293            6.88             6.80
Var90295            Pav90295            5.05             5.00
Var90296            Pav90296            7.96             8.20
Var90298            Pav90298            6.96             6.80
Var90299            Pav90299            7.72             7.40
Var903              Pav903              6.65             6.60
Var9030             Pav9030             5.24             5.00
Var90302            Pav90302            5.63             5.60
Var90304            Pav90304            6.35             7.20
Var90305            Pav90305            6.11             6.00
Var90306            Pav90306            5.19             5.40
Var90309            Pav90309            7.91             8.20
Var9031             Pav9031             6.08             6.00
Var90310            Pav90310            6.47             6.20
Var90311            Pav90311            6.77             6.40
Var90314            Pav90314            7.15             7.20
Var90316            Pav90316            7.99             8.20
Var90317            Pav90317            8.43             8.40
Var90318            Pav90318            5.40             6.20
Var90319            Pav90319            6.01             5.80
Var9032             Pav9032             5.85             5.80
Var90321            Pav90321            6.20             5.80
Var90323            Pav90323            7.21             7.00
Var90324            Pav90324            6.81             7.00
Var90329            Pav90329            5.91             5.80
Var9033             Pav9033             7.52             7.20
Var90330            Pav90330            6.23             6.20
Var90331            Pav90331            7.83             7.80
Var90334            Pav90334            5.05             4.60
Var90335            Pav90335            8.08             8.00
Var90336            Pav90336            6.09             5.80
Var90337            Pav90337            7.07             7.60
Var9034             Pav9034             6.00             6.40
Var90340            Pav90340            6.09             6.20
Var90342            Pav90342            6.71             7.00
Var90343            Pav90343            7.43             7.00
Var90344            Pav90344            6.96             6.80
Var90345            Pav90345            7.71             8.00
Var90346            Pav90346            5.84             6.00
Var90347            Pav90347            6.59             6.80
Var9035             Pav9035             6.13             6.00
Var90350            Pav90350            7.47             8.00
Var90352            Pav90352            5.84             5.60
Var90354            Pav90354            5.79             5.60
Var90355            Pav90355            7.64             7.80
Var90356            Pav90356            7.27             7.40
Var90357            Pav90357            6.33             6.20
Var90358            Pav90358            6.60             7.00
Var90360            Pav90360            6.85             6.80
Var90362            Pav90362            6.84             7.40
Var90363            Pav90363            7.27             7.00
Var90366            Pav90366            5.45             5.80
Var90367            Pav90367            6.80             6.40
Var90368            Pav90368            7.93             8.20
Var9037             Pav9037             7.52             7.60
Var90372            Pav90372            5.89             5.60
Var90373            Pav90373            5.68             6.00
Var90374            Pav90374            5.65             5.20
Var90377            Pav90377            7.77             7.80
Var90379            Pav90379            5.97             6.40
Var9038             Pav9038             7.49             7.20
Var90380            Pav90380            7.00             7.40
Var90381            Pav90381            7.56             7.80
Var90382            Pav90382            8.11             7.60
Var90384            Pav90384            6.41             6.20
Var90385            Pav90385            8.13             8.00
Var90387            Pav90387            5.37             5.40
Var90393            Pav90393            6.11             6.40
Var90395            Pav90395            8.61             8.80
Var90396            Pav90396            5.49             4.80
Var90398            Pav90398            5.32             5.40
Var90399            Pav90399            6.88             6.40
Var9040             Pav9040             5.72             6.20
Var90401            Pav90401            7.76             8.00
Var90402            Pav90402            7.75             7.40
Var90404            Pav90404            7.51             7.40
Var90409            Pav90409            6.96             6.40
Var9041             Pav9041             6.76             7.00
Var90410            Pav90410            5.29             5.40
Var90411            Pav90411            5.65             5.60
Var90412            Pav90412            5.71             5.60
Var90413            Pav90413            6.52             6.60
Var90415            Pav90415            6.47             6.60
Var90416            Pav90416            6.81             7.40
Var90417            Pav90417            7.61             7.80
Var90419            Pav90419            5.91             5.80
Var9042             Pav9042             6.20             6.20
Var90421            Pav90421            8.43             8.80
Var90424            Pav90424            6.05             6.00
Var90425            Pav90425            5.51             5.80
Var90427            Pav90427            7.56             7.40
Var90428            Pav90428            7.25             7.20
Var90429            Pav90429            8.53             8.40
Var90430            Pav90430            6.84             7.40
Var90431            Pav90431            8.56             8.80
Var90432            Pav90432            8.21             8.00
Var90433            Pav90433            7.45             7.40
Var90434            Pav90434            7.89             7.60
Var90435            Pav90435            5.19             5.00
Var90436            Pav90436            5.11             5.00
Var90437            Pav90437            6.53             6.40
Var90441            Pav90441            6.45             6.40
Var90442            Pav90442            6.03             5.60
Var90443            Pav90443            6.05             6.40
Var90445            Pav90445            7.89             8.00
Var90446            Pav90446            5.33             5.20
Var90447            Pav90447            5.00             4.60
Var90449            Pav90449            6.52             6.20
Var9045             Pav9045             8.03             8.00
Var90451            Pav90451            8.27             8.40
Var90454            Pav90454            8.21             8.40
Var90455            Pav90455            6.23             5.80
Var90456            Pav90456            6.83             6.80
Var90457            Pav90457            5.95             6.00
Var9046             Pav9046             6.88             6.80
Var90460            Pav90460            8.16             8.00
Var90461            Pav90461            5.71             5.60
Var90462            Pav90462            6.01             5.80
Var90464            Pav90464            6.36             7.00
Var90465            Pav90465            6.00             6.00
Var90466            Pav90466            5.97             6.00
Var90469            Pav90469            7.80             7.80
Var9047             Pav9047             8.48             8.40
Var90471            Pav90471            5.51             5.80
Var90473            Pav90473            5.60             5.60
Var90477            Pav90477            7.15             7.60
Var90478            Pav90478            8.01             8.20
Var90479            Pav90479            8.24             8.00
Var90480            Pav90480            7.40             7.40
Var90481            Pav90481            7.77             7.80
Var90484            Pav90484            7.99             8.60
Var90487            Pav90487            5.71             5.60
Var90489            Pav90489            8.37             8.80
Var90491            Pav90491            5.79             6.00
Var90493            Pav90493            5.27             5.00
Var90497            Pav90497            7.83             7.80
Var90499            Pav90499            7.28             7.60
Var905              Pav905              7.60             7.60
Var9050             Pav9050             8.61             8.80
Var90500            Pav90500            6.37             6.80
Var90502            Pav90502            5.92             5.60
Var90503            Pav90503            5.16             5.00
Var90504            Pav90504            6.77             7.20
Var90505            Pav90505            6.36             6.60
Var90506            Pav90506            5.11             5.00
Var9051             Pav9051             5.59             5.80
Var90510            Pav90510            7.96             8.20
Var90512            Pav90512            5.92             5.60
Var90514            Pav90514            6.47             6.60
Var90515            Pav90515            7.95             7.60
Var90516            Pav90516            7.88             7.80
Var90517            Pav90517            5.73             5.60
Var9052             Pav9052             5.72             5.40
Var90521            Pav90521            5.05             5.00
Var90524            Pav90524            8.21             8.80
Var90525            Pav90525            7.84             7.60
Var90529            Pav90529            8.15             8.60
Var9053             Pav9053             5.21             5.40
Var90531            Pav90531            5.35             5.40
Var90533            Pav90533            6.83             6.00
Var90536            Pav90536            7.72             7.80
Var90538            Pav90538            8.53             8.80
Var9054             Pav9054             7.87             7.20
Var90541            Pav90541            7.83             7.80
Var90542            Pav90542            8.45             8.40
Var90543            Pav90543            8.19             8.00
Var90545            Pav90545            8.11             8.00
Var90546            Pav90546            8.72             8.80
Var90549            Pav90549            7.79             8.00
Var9055             Pav9055             8.05             8.00
Var90554            Pav90554            8.32             8.40
Var90555            Pav90555            8.45             8.80
Var90556            Pav90556            8.19             8.40
Var90557            Pav90557            8.27             8.00
Var90559            Pav90559            8.32             8.40
Var9056             Pav9056             6.25             5.80
Var90561            Pav90561            7.03             7.40
Var90562            Pav90562            6.85             6.80
Var90563            Pav90563            6.61             6.00
Var90564            Pav90564            6.99             6.40
Var90565            Pav90565            5.63             5.20
Var90567            Pav90567            5.00             5.00
Var90569            Pav90569            6.29             6.40
Var9057             Pav9057             6.75             6.40
Var90572            Pav90572            5.52             5.20
Var90575            Pav90575            8.45             8.80
Var90576            Pav90576            6.48             6.40
Var90578            Pav90578            6.19             5.60
Var9058             Pav9058             6.64             6.40
Var90580            Pav90580            5.53             5.80
Var90581            Pav90581            7.84             7.60
Var90582            Pav90582            7.39             7.60
Var90583            Pav90583            7.09             7.20
Var90584            Pav90584            5.61             6.20
Var90585            Pav90585            6.49             6.20
Var90587            Pav90587            6.67             6.00
Var90588            Pav90588            7.75             7.80
Var9059             Pav9059             7.83             7.80
Var90590            Pav90590            7.60             7.60
Var90591            Pav90591            7.37             7.40
Var90593            Pav90593            5.24             5.00
Var90594            Pav90594            5.71             6.40
Var90597            Pav90597            8.20             8.60
Var90599            Pav90599            8.08             8.00
Var906              Pav906              5.27             5.80
Var9060             Pav9060             6.64             6.80
Var90600            Pav90600            8.53             8.80
Var90603            Pav90603            7.09             6.80
Var90604            Pav90604            6.23             6.20
Var90605            Pav90605            5.21             5.80
Var90606            Pav90606            6.68             6.60
Var90607            Pav90607            7.45             7.00
Var90609            Pav90609            7.48             7.40
Var9061             Pav9061             7.87             7.60
Var90612            Pav90612            8.85             9.20
Var90614            Pav90614            5.75             6.20
Var90615            Pav90615            6.44             6.20
Var90616            Pav90616            6.99             7.20
Var90617            Pav90617            5.16             5.40
Var90618            Pav90618            5.05             5.00
Var90621            Pav90621            8.45             8.40
Var90622            Pav90622            5.81             6.00
Var90623            Pav90623            7.61             7.40
Var90624            Pav90624            5.48             5.40
Var90628            Pav90628            7.79             7.60
Var90629            Pav90629            7.04             7.20
Var9063             Pav9063             5.00             5.00
Var90631            Pav90631            6.36             5.80
Var90632            Pav90632            7.43             7.00
Var90633            Pav90633            5.12             4.80
Var90638            Pav90638            7.96             7.80
Var90639            Pav90639            5.79             6.00
Var9064             Pav9064             5.05             5.00
Var90641            Pav90641            6.71             6.60
Var90643            Pav90643            6.07             5.80
Var90644            Pav90644            7.61             7.40
Var90646            Pav90646            5.13             5.00
Var90647            Pav90647            6.72             6.40
Var90648            Pav90648            8.40             8.40
Var90649            Pav90649            5.47             5.20
Var9065             Pav9065             7.45             7.40
Var90657            Pav90657            6.93             7.20
Var90659            Pav90659            5.84             5.60
Var9066             Pav9066             5.24             5.00
Var90660            Pav90660            5.65             5.60
Var90662            Pav90662            7.67             7.80
Var90665            Pav90665            8.27             8.80
Var90666            Pav90666            5.87             6.00
Var90667            Pav90667            6.09             6.20
Var90668            Pav90668            5.89             6.00
Var9067             Pav9067             7.27             7.00
Var90670            Pav90670            8.51             8.40
Var90671            Pav90671            7.80             8.20
Var90673            Pav90673            7.21             7.00
Var90675            Pav90675            8.27             8.00
Var90677            Pav90677            7.17             7.60
Var90678            Pav90678            8.32             8.80
Var9068             Pav9068             6.68             6.60
Var90681            Pav90681            5.44             5.20
Var90682            Pav90682            8.08             8.00
Var90683            Pav90683            7.41             7.60
Var90684            Pav90684            6.41             6.20
Var90685            Pav90685            7.17             7.20
Var90686            Pav90686            5.92             5.60
Var90692            Pav90692            6.44             6.20
Var90694            Pav90694            6.44             7.00
Var907              Pav907              8.19             8.00
Var9070             Pav9070             5.81             5.20
Var90700            Pav90700            5.92             6.00
Var90701            Pav90701            5.69             6.20
Var90702            Pav90702            8.03             8.00
Var90703            Pav90703            7.07             7.20
Var90705            Pav90705            7.91             7.40
Var90709            Pav90709            7.09             7.20
Var90711            Pav90711            5.21             5.40
Var90712            Pav90712            5.52             5.20
Var90713            Pav90713            7.53             7.40
Var90715            Pav90715            5.84             6.00
Var90716            Pav90716            7.83             7.80
Var90717            Pav90717            6.93             6.80
Var90718            Pav90718            7.97             8.00
Var90720            Pav90720            8.19             8.40
Var90721            Pav90721            7.36             7.60
Var90723            Pav90723            5.95             6.40
Var90724            Pav90724            5.21             5.00
Var90725            Pav90725            7.36             7.20
Var90726            Pav90726            7.85             7.80
Var90727            Pav90727            5.76             5.60
Var90728            Pav90728            5.87             6.00
Var90729            Pav90729            6.61             6.00
Var9073             Pav9073             7.45             7.00
Var90730            Pav90730            8.09             8.60
Var90733            Pav90733            6.20             6.20
Var90734            Pav90734            7.45             7.40
Var90735            Pav90735            6.23             5.80
Var90736            Pav90736            7.81             7.60
Var90737            Pav90737            5.67             5.00
Var90738            Pav90738            6.64             6.40
Var90741            Pav90741            5.80             6.20
Var90742            Pav90742            5.81             5.60
Var90744            Pav90744            6.76             6.60
Var90745            Pav90745            5.35             5.40
Var90747            Pav90747            8.16             8.40
Var9075             Pav9075             7.81             7.60
Var90750            Pav90750            6.41             6.60
Var90753            Pav90753            7.64             7.80
Var90755            Pav90755            6.41             7.00
Var90756            Pav90756            8.24             8.40
Var90758            Pav90758            5.85             5.40
Var90760            Pav90760            8.03             8.00
Var90761            Pav90761            8.08             8.40
Var90763            Pav90763            7.79             7.60
Var90764            Pav90764            6.96             6.80
Var90765            Pav90765            6.16             6.00
Var90768            Pav90768            7.61             7.40
Var90774            Pav90774            6.19             6.80
Var90776            Pav90776            5.00             5.00
Var90777            Pav90777            6.15             6.20
Var90778            Pav90778            7.63             7.20
Var90779            Pav90779            5.16             5.00
Var9078             Pav9078             5.92             6.40
Var90780            Pav90780            8.51             8.80
Var90782            Pav90782            6.68             7.00
Var90783            Pav90783            7.43             7.40
Var90784            Pav90784            5.47             4.80
Var90787            Pav90787            6.91             6.80
Var90788            Pav90788            7.37             7.00
Var90789            Pav90789            6.65             6.60
Var90790            Pav90790            7.91             8.20
Var90791            Pav90791            6.31             6.20
Var90792            Pav90792            7.37             7.00
Var90793            Pav90793            6.96             6.80
Var90795            Pav90795            6.75             6.40
Var90797            Pav90797            5.92             6.00
Var90798            Pav90798            6.44             6.60
Var908              Pav908              8.35             8.00
Var9080             Pav9080             6.59             6.40
Var90800            Pav90800            5.28             5.60
Var90802            Pav90802            8.13             8.00
Var90803            Pav90803            5.89             6.40
Var90805            Pav90805            6.55             6.60
Var90808            Pav90808            8.37             8.00
Var90809            Pav90809            6.36             6.60
Var9081             Pav9081             6.57             6.20
Var90810            Pav90810            5.04             5.20
Var90812            Pav90812            6.41             6.60
Var90814            Pav90814            8.40             8.00
Var90817            Pav90817            7.85             7.80
Var9082             Pav9082             7.72             7.80
Var90821            Pav90821            6.00             6.00
Var90823            Pav90823            8.40             8.40
Var90825            Pav90825            6.25             6.20
Var90826            Pav90826            8.04             8.20
Var90827            Pav90827            7.19             7.00
Var90828            Pav90828            6.00             6.40
Var90829            Pav90829            8.83             9.20
Var9083             Pav9083             7.01             6.80
Var90830            Pav90830            7.07             7.20
Var90831            Pav90831            8.51             8.40
Var90832            Pav90832            8.00             7.60
Var90833            Pav90833            6.00             6.00
Var90834            Pav90834            8.59             8.80
Var90836            Pav90836            5.17             5.20
Var90837            Pav90837            6.21             6.00
Var90838            Pav90838            8.16             8.40
Var90839            Pav90839            7.51             7.80
Var9084             Pav9084             6.85             6.00
Var90840            Pav90840            6.84             6.60
Var90841            Pav90841            5.41             5.60
Var90842            Pav90842            8.13             8.00
Var90843            Pav90843            7.56             7.40
Var90844            Pav90844            6.49             6.60
Var90845            Pav90845            8.72             8.80
Var90846            Pav90846            7.17             7.60
Var90847            Pav90847            6.61             6.80
Var90849            Pav90849            6.31             6.20
Var90850            Pav90850            6.89             7.00
Var90851            Pav90851            5.55             5.20
Var90852            Pav90852            6.91             7.20
Var90854            Pav90854            8.15             8.20
Var90856            Pav90856            6.89             7.00
Var90858            Pav90858            6.28             5.80
Var9086             Pav9086             5.08             5.00
Var90861            Pav90861            6.49             6.60
Var90862            Pav90862            5.88             5.40
Var90863            Pav90863            5.93             5.80
Var90866            Pav90866            5.24             5.40
Var90868            Pav90868            6.09             5.80
Var9087             Pav9087             6.57             6.60
Var90871            Pav90871            7.96             7.80
Var90872            Pav90872            8.01             8.20
Var90873            Pav90873            5.00             4.60
Var90876            Pav90876            6.17             5.40
Var90877            Pav90877            5.81             6.00
Var90878            Pav90878            5.71             6.00
Var9088             Pav9088             5.51             5.80
Var90880            Pav90880            5.40             5.80
Var90881            Pav90881            5.19             5.00
Var90883            Pav90883            6.04             5.80
Var90884            Pav90884            7.69             7.40
Var90885            Pav90885            7.69             7.80
Var90888            Pav90888            7.31             7.60
Var9089             Pav9089             7.91             8.20
Var90890            Pav90890            7.40             7.00
Var90891            Pav90891            5.79             6.00
Var90892            Pav90892            5.29             5.00
Var90893            Pav90893            5.45             5.80
Var90894            Pav90894            6.88             6.40
Var90895            Pav90895            6.88             6.80
Var90896            Pav90896            5.68             5.60
Var90898            Pav90898            6.61             6.40
Var90899            Pav90899            7.81             7.60
Var909              Pav909              7.12             7.20
Var9090             Pav9090             6.49             6.20
Var90902            Pav90902            5.49             5.60
Var90904            Pav90904            5.21             5.40
Var90906            Pav90906            6.79             7.40
Var90908            Pav90908            6.93             6.80
Var9091             Pav9091             5.59             5.80
Var90910            Pav90910            7.97             8.40
Var90911            Pav90911            8.53             8.80
Var90912            Pav90912            7.61             7.80
Var90914            Pav90914            6.04             6.20
Var90915            Pav90915            8.35             8.40
Var90916            Pav90916            6.37             6.40
Var90917            Pav90917            8.16             8.00
Var90918            Pav90918            6.49             7.00
Var90920            Pav90920            7.53             7.40
Var90925            Pav90925            6.76             7.00
Var90927            Pav90927            6.49             6.60
Var90929            Pav90929            5.40             5.00
Var90931            Pav90931            6.31             6.20
Var90932            Pav90932            6.08             6.00
Var90933            Pav90933            7.64             7.80
Var90935            Pav90935            5.48             5.40
Var90936            Pav90936            6.52             7.00
Var90937            Pav90937            5.64             5.80
Var90939            Pav90939            7.37             7.40
Var9094             Pav9094             7.25             7.60
Var90940            Pav90940            8.03             8.00
Var90941            Pav90941            8.09             8.60
Var90942            Pav90942            5.07             5.20
Var90944            Pav90944            7.00             7.00
Var90945            Pav90945            7.08             7.00
Var90946            Pav90946            5.40             5.40
Var90948            Pav90948            5.71             6.00
Var9095             Pav9095             5.92             6.00
Var90950            Pav90950            5.65             5.60
Var90951            Pav90951            5.21             5.40
Var90952            Pav90952            8.75             8.80
Var90953            Pav90953            6.41             6.60
Var90954            Pav90954            7.61             7.00
Var90955            Pav90955            7.59             7.80
Var90957            Pav90957            5.81             6.00
Var90959            Pav90959            7.33             7.20
Var90960            Pav90960            7.59             7.40
Var90962            Pav90962            6.97             6.60
Var90964            Pav90964            6.92             6.60
Var90965            Pav90965            6.87             7.40
Var90966            Pav90966            6.23             6.20
Var90968            Pav90968            6.65             6.60
Var9097             Pav9097             5.21             4.60
Var90970            Pav90970            7.96             7.80
Var90972            Pav90972            5.65             5.60
Var90974            Pav90974            8.29             8.40
Var90977            Pav90977            5.57             5.60
Var90979            Pav90979            6.36             6.20
Var9098             Pav9098             8.15             8.60
Var90981            Pav90981            6.96             7.20
Var90985            Pav90985            8.61             8.80
Var90986            Pav90986            7.83             8.20
Var90990            Pav90990            6.21             6.40
Var90991            Pav90991            5.33             5.20
Var90992            Pav90992            6.56             6.00
Var90995            Pav90995            8.29             8.40
Var90996            Pav90996            7.80             8.20
Var90997            Pav90997            8.13             8.00
Var90998            Pav90998            7.07             7.20
Var90999            Pav90999            6.73             6.60
Var910              Pav910              7.07             6.80
Var9100             Pav9100             7.48             7.40
Var91001            Pav91001            7.76             8.00
Var91003            Pav91003            7.73             7.60
Var91004            Pav91004            6.53             6.40
Var91005            Pav91005            5.73             6.00
Var91006            Pav91006            5.93             5.80
Var91007            Pav91007            5.97             6.00
Var91011            Pav91011            5.88             5.40
Var91012            Pav91012            6.71             6.60
Var91017            Pav91017            5.20             5.60
Var91021            Pav91021            5.79             6.00
Var91022            Pav91022            6.52             6.60
Var91023            Pav91023            7.48             7.80
Var91024            Pav91024            7.01             6.80
Var91025            Pav91025            7.67             7.80
Var91029            Pav91029            6.05             5.60
Var91031            Pav91031            7.99             7.80
Var91033            Pav91033            5.68             5.20
Var91034            Pav91034            5.03             4.20
Var91035            Pav91035            6.41             6.60
Var91036            Pav91036            7.81             7.60
Var91037            Pav91037            6.68             7.00
Var91039            Pav91039            7.92             7.60
Var91040            Pav91040            8.19             8.40
Var91043            Pav91043            7.97             8.00
Var91044            Pav91044            8.13             8.00
Var91045            Pav91045            8.37             8.40
Var91046            Pav91046            7.51             7.40
Var91049            Pav91049            7.67             7.40
Var9105             Pav9105             5.01             4.80
Var91052            Pav91052            5.79             6.00
Var91053            Pav91053            6.57             6.60
Var91055            Pav91055            7.47             7.60
Var91056            Pav91056            6.68             7.00
Var91057            Pav91057            7.84             8.00
Var9106             Pav9106             5.52             6.00
Var91060            Pav91060            7.51             7.40
Var91062            Pav91062            5.89             5.60
Var91065            Pav91065            6.81             7.40
Var91066            Pav91066            6.95             7.00
Var91067            Pav91067            5.61             5.80
Var91068            Pav91068            5.49             5.20
Var91069            Pav91069            7.33             7.20
Var9107             Pav9107             6.00             6.40
Var91070            Pav91070            6.16             6.80
Var91071            Pav91071            5.36             5.60
Var91073            Pav91073            5.31             4.80
Var91074            Pav91074            6.04             6.20
Var91079            Pav91079            6.12             6.20
Var9108             Pav9108             6.52             6.60
Var91080            Pav91080            7.15             7.60
Var91084            Pav91084            6.83             6.80
Var91087            Pav91087            6.44             6.60
Var91089            Pav91089            5.71             6.00
Var91090            Pav91090            6.49             6.60
Var91092            Pav91092            5.84             5.60
Var91094            Pav91094            7.05             7.40
Var91096            Pav91096            6.23             6.20
Var91097            Pav91097            6.63             6.60
Var91098            Pav91098            6.40             6.40
Var91099            Pav91099            7.64             7.80
Var911              Pav911              7.91             8.60
Var9110             Pav9110             7.33             8.00
Var91101            Pav91101            7.60             8.00
Var91102            Pav91102            7.60             7.60
Var91104            Pav91104            8.51             8.80
Var91105            Pav91105            5.23             4.80
Var91106            Pav91106            8.13             8.00
Var9111             Pav9111             5.21             5.40
Var91110            Pav91110            8.69             8.80
Var91113            Pav91113            6.28             6.60
Var91116            Pav91116            7.48             7.40
Var91118            Pav91118            8.00             8.00
Var9112             Pav9112             6.08             6.00
Var91121            Pav91121            6.09             6.20
Var91122            Pav91122            6.25             5.80
Var91123            Pav91123            8.16             8.40
Var91124            Pav91124            7.56             7.80
Var91127            Pav91127            5.61             5.40
Var91128            Pav91128            5.25             4.80
Var91129            Pav91129            7.12             6.80
Var9113             Pav9113             5.13             4.60
Var91131            Pav91131            7.01             7.20
Var91132            Pav91132            6.47             6.20
Var91134            Pav91134            7.53             7.40
Var91136            Pav91136            5.89             6.00
Var91137            Pav91137            8.29             8.40
Var91138            Pav91138            8.53             8.80
Var9114             Pav9114             5.27             5.40
Var91141            Pav91141            5.24             5.40
Var91145            Pav91145            7.20             7.20
Var91147            Pav91147            5.05             4.60
Var91148            Pav91148            8.01             8.20
Var91149            Pav91149            6.05             6.40
Var9115             Pav9115             7.67             7.80
Var91150            Pav91150            5.87             6.00
Var91151            Pav91151            7.20             7.20
Var91152            Pav91152            6.57             6.60
Var91153            Pav91153            5.16             5.40
Var91154            Pav91154            6.64             6.80
Var91155            Pav91155            7.85             7.80
Var91157            Pav91157            8.27             7.60
Var91158            Pav91158            6.87             6.60
Var91159            Pav91159            5.76             5.60
Var91160            Pav91160            6.52             7.00
Var91161            Pav91161            5.21             5.00
Var91162            Pav91162            6.31             6.20
Var91163            Pav91163            7.77             7.80
Var91164            Pav91164            7.92             8.00
Var91165            Pav91165            7.75             7.80
Var91166            Pav91166            7.12             6.80
Var91167            Pav91167            6.72             6.40
Var91168            Pav91168            7.61             8.20
Var91169            Pav91169            7.67             7.40
Var9117             Pav9117             7.40             7.00
Var91170            Pav91170            6.21             6.40
Var91171            Pav91171            6.41             6.60
Var91172            Pav91172            6.91             6.40
Var91173            Pav91173            7.84             7.60
Var91175            Pav91175            6.91             6.80
Var91177            Pav91177            5.41             5.60
Var91178            Pav91178            5.03             5.40
Var91179            Pav91179            5.43             5.00
Var9118             Pav9118             5.69             5.80
Var91181            Pav91181            5.19             5.40
Var91184            Pav91184            6.80             6.40
Var91186            Pav91186            7.67             7.40
Var91187            Pav91187            7.20             7.20
Var91188            Pav91188            6.76             6.60
Var91189            Pav91189            6.91             7.20
Var9119             Pav9119             5.84             6.00
Var91191            Pav91191            8.61             8.80
Var91192            Pav91192            6.69             7.20
Var91193            Pav91193            5.72             6.20
Var91195            Pav91195            7.51             7.40
Var91197            Pav91197            5.60             5.60
Var91198            Pav91198            7.24             7.00
Var91199            Pav91199            7.01             7.20
Var9120             Pav9120             7.95             7.60
Var91200            Pav91200            7.83             8.20
Var91203            Pav91203            5.77             5.40
Var91204            Pav91204            7.01             6.80
Var91205            Pav91205            7.47             7.20
Var91207            Pav91207            6.99             6.80
Var91208            Pav91208            5.20             4.80
Var91209            Pav91209            5.65             5.60
Var9121             Pav9121             5.28             5.60
Var91210            Pav91210            7.87             7.60
Var91211            Pav91211            5.24             5.40
Var91213            Pav91213            6.64             6.40
Var91215            Pav91215            6.33             6.20
Var91216            Pav91216            6.76             6.60
Var91218            Pav91218            8.13             8.40
Var91219            Pav91219            7.40             7.00
Var9122             Pav9122             7.40             7.00
Var91220            Pav91220            8.53             8.80
Var91222            Pav91222            6.17             6.20
Var91224            Pav91224            5.35             5.40
Var91225            Pav91225            8.85             9.20
Var91226            Pav91226            7.93             8.20
Var91229            Pav91229            6.28             6.20
Var9123             Pav9123             5.59             6.20
Var91230            Pav91230            7.20             7.60
Var91231            Pav91231            8.43             9.20
Var91232            Pav91232            7.45             7.40
Var91234            Pav91234            8.08             8.00
Var91235            Pav91235            5.12             5.60
Var91236            Pav91236            6.99             7.20
Var91237            Pav91237            8.05             8.00
Var91238            Pav91238            8.45             8.80
Var9124             Pav9124             5.91             5.40
Var91240            Pav91240            6.93             6.80
Var91242            Pav91242            7.67             8.20
Var91244            Pav91244            6.11             6.40
Var91246            Pav91246            5.92             5.60
Var91252            Pav91252            7.88             8.20
Var91253            Pav91253            5.87             6.40
Var91255            Pav91255            6.65             6.60
Var91256            Pav91256            5.68             5.60
Var91257            Pav91257            7.75             7.40
Var91260            Pav91260            7.83             8.20
Var91262            Pav91262            5.92             6.00
Var91263            Pav91263            5.57             5.20
Var91264            Pav91264            6.55             6.60
Var91266            Pav91266            6.44             6.20
Var91267            Pav91267            6.85             7.20
Var91268            Pav91268            6.57             7.00
Var9127             Pav9127             5.96             5.40
Var91270            Pav91270            6.39             6.20
Var91272            Pav91272            6.83             6.80
Var91274            Pav91274            7.95             7.20
Var91275            Pav91275            5.29             5.00
Var91276            Pav91276            6.83             6.40
Var91277            Pav91277            7.03             6.60
Var91279            Pav91279            6.75             6.40
Var9128             Pav9128             5.72             6.20
Var91280            Pav91280            5.89             6.00
Var91281            Pav91281            6.31             6.20
Var91282            Pav91282            7.24             7.00
Var91284            Pav91284            5.36             5.20
Var91285            Pav91285            7.61             7.40
Var91287            Pav91287            7.59             7.40
Var91289            Pav91289            7.23             7.20
Var9129             Pav9129             6.17             5.80
Var91290            Pav91290            6.20             6.20
Var91291            Pav91291            7.25             7.20
Var91294            Pav91294            8.53             8.40
Var91295            Pav91295            8.13             8.00
Var91296            Pav91296            6.80             6.80
Var91297            Pav91297            7.53             7.80
Var91298            Pav91298            7.71             7.60
Var913              Pav913              6.85             6.40
Var91303            Pav91303            6.03             6.40
Var91304            Pav91304            5.35             5.00
Var91305            Pav91305            8.24             8.40
Var91306            Pav91306            5.76             5.20
Var91309            Pav91309            8.09             8.60
Var9131             Pav9131             6.65             7.40
Var91312            Pav91312            5.01             4.80
Var91313            Pav91313            7.88             7.80
Var91316            Pav91316            7.96             8.20
Var91317            Pav91317            6.99             7.20
Var91318            Pav91318            5.75             5.80
Var91321            Pav91321            7.67             7.80
Var91322            Pav91322            7.53             7.80
